rx0,ry0,rx1,ry1,rx2,ry2,rx3,ry3,rx4,ry4,rx5,ry5,rx6,ry6,rx7,ry7,rx8,ry8,rx9,ry9,rx10,ry10,rx11,ry11,rx12,ry12,rx13,ry13,rx14,ry14,rx15,ry15,rx16,ry16,rx17,ry17,rx18,ry18,rx19,ry19,rx20,ry20,label
0.0,0.0,-0.060864150524139404,-0.01869887113571167,-0.10653483867645269,-0.07830864191055298,-0.12392187118530279,-0.13867884874343878,-0.1307850480079651,-0.18916195631027227,-0.07545059919357305,-0.1550999283790589,-0.10486805438995367,-0.18634963035583496,-0.09250393509864807,-0.13026028871536255,-0.07434704899787908,-0.09904688596725464,-0.04760265350341797,-0.16062089800834656,-0.07991597056388855,-0.18888717889785767,-0.0660601258277893,-0.1198405921459198,-0.04682576656341553,-0.10027813911437988,-0.016701579093933105,-0.1609228253364563,-0.050003647804260254,-0.1860786676406861,-0.03936183452606201,-0.11765307188034058,-0.021611511707305908,-0.09874367713928223,0.01797330379486084,-0.15583941340446478,-0.01495051383972168,-0.1766757369041443,-0.013698995113372803,-0.13066968321800237,0.00037151575088500977,-0.11523792147636419,A
0.0,0.0,-0.06271606683731079,-0.02043294906616211,-0.10895547270774841,-0.07776719331741333,-0.12806344032287598,-0.1365448534488678,-0.13262510299682617,-0.18742328882217407,-0.07737505435943604,-0.15388256311416626,-0.10614469647407537,-0.18422511219978338,-0.09318050742149359,-0.1285836398601532,-0.07502520084381104,-0.09753423929214478,-0.049292147159576416,-0.1600338518619538,-0.07951867580413818,-0.1865751743316651,-0.06522053480148315,-0.12040159106254578,-0.046568453311920166,-0.09943598508834839,-0.018329739570617676,-0.16057825088500977,-0.0498194694519043,-0.18519657850265508,-0.03940773010253906,-0.11894294619560247,-0.02276134490966797,-0.09840214252471924,0.016560673713684082,-0.15509110689163208,-0.015111446380615234,-0.17473158240318298,-0.013804912567138672,-0.12974250316619879,-0.00033354759216308594,-0.11369413137435919,A
0.0,0.0,-0.05987435579299927,-0.02027839422225952,-0.10962474346160889,-0.07545161247253418,-0.1322304606437683,-0.13515177369117737,-0.13008147478103638,-0.18853294849395758,-0.08242934942245483,-0.14878413081169134,-0.10530340671539307,-0.18439009785652166,-0.09145647287368774,-0.13156872987747198,-0.07520174980163574,-0.09887093305587769,-0.0510561466217041,-0.15737459063529974,-0.0746808648109436,-0.19059076905250555,-0.06031101942062378,-0.12376475334167486,-0.04399383068084717,-0.09848064184188843,-0.01818990707397461,-0.15801897644996643,-0.04214894771575928,-0.18702167272567755,-0.032711565494537354,-0.12107583880424505,-0.019518613815307617,-0.09789174795150757,0.0181121826171875,-0.15249097347259527,-0.006879091262817383,-0.17461511492729187,-0.006232500076293945,-0.13029426336288458,0.003949224948883057,-0.11491742730140686,A
0.0,0.0,-0.058583736419677734,-0.022574543952941895,-0.10535240173339844,-0.07781851291656494,-0.12583595514297485,-0.13661634922027588,-0.12370181083679199,-0.18657994270324713,-0.0802951455116272,-0.14402124285697943,-0.096241295337677,-0.18236896395683289,-0.08338034152984619,-0.13213258981704712,-0.06944561004638672,-0.09779980778694153,-0.048339664936065674,-0.152410238981247,-0.06510251760482788,-0.1888531744480133,-0.05323880910873413,-0.12494683265686041,-0.040456533432006836,-0.09453773498535156,-0.015368282794952393,-0.1525652706623078,-0.03131157159805298,-0.18590053915977478,-0.02569681406021118,-0.12327930331230169,-0.017044782638549805,-0.09402018785476685,0.02046024799346924,-0.1461727917194367,0.003512144088745117,-0.1749547123908997,0.002030611038208008,-0.1339111030101776,0.007699847221374512,-0.1145631074905396,A
0.0,0.0,-0.05403774976730347,-0.015915513038635254,-0.10060697793960571,-0.06753051280975342,-0.1212725043296814,-0.12604060769081116,-0.11775064468383789,-0.175535649061203,-0.0815470814704895,-0.13511142134666448,-0.0916053056716919,-0.1750209927558899,-0.07704722881317139,-0.12907016277313238,-0.06506401300430298,-0.09578797221183777,-0.049943745136260986,-0.1461704671382904,-0.05980640649795532,-0.18264922499656677,-0.046190619468688965,-0.12187853455543518,-0.03802502155303955,-0.09163054823875427,-0.01775944232940674,-0.148859053850174,-0.025645732879638672,-0.18229782581329346,-0.019346654415130615,-0.12104484438896179,-0.01635134220123291,-0.09040910005569458,0.016505181789398193,-0.14472204446792608,0.007082223892211914,-0.1730743050575257,0.00637507438659668,-0.13068142533302307,0.005710721015930176,-0.10917907953262329,A
0.0,0.0,-0.052166640758514404,-0.014263808727264404,-0.09525984525680542,-0.06477588415145874,-0.1137155294418335,-0.12251108884811401,-0.11047685146331787,-0.1695147156715393,-0.07743310928344727,-0.13143056631088262,-0.08216774463653564,-0.17225489020347595,-0.06876903772354126,-0.12646961212158203,-0.05993974208831787,-0.09275484085083008,-0.046189725399017334,-0.14219799637794495,-0.04943937063217163,-0.1788776814937592,-0.03868734836578369,-0.11741131544113165,-0.03673744201660156,-0.08811712265014648,-0.015165925025939941,-0.14536419510841375,-0.016242623329162598,-0.17849573493003845,-0.012508928775787354,-0.11889737844467163,-0.015134572982788086,-0.09038454294204712,0.016621828079223633,-0.141834557056427,0.014139235019683838,-0.17175933718681335,0.013570964336395264,-0.1307602822780609,0.009470522403717041,-0.1099855899810791,A
0.0,0.0,-0.04854869842529297,-0.01373976469039917,-0.0867241621017456,-0.06001007556915283,-0.10056638717651367,-0.1157603263854981,-0.09724843502044678,-0.15989291667938232,-0.07081061601638794,-0.1254495084285736,-0.0708196759223938,-0.1632540225982666,-0.056662797927856445,-0.11999708414077759,-0.0510631799697876,-0.0897245705127716,-0.04114484786987305,-0.1373094916343689,-0.03898799419403076,-0.17191103100776672,-0.029226958751678467,-0.11278527975082403,-0.03214287757873535,-0.0871933102607727,-0.012169182300567627,-0.14110848307609558,-0.0069242119789123535,-0.17361444234848022,-0.004299461841583252,-0.11625614762306213,-0.010693907737731934,-0.0895113348960877,0.016392648220062256,-0.136621356010437,0.02006298303604126,-0.1681293249130249,0.01936393976211548,-0.12913855910301208,0.011738181114196777,-0.10785683989524841,A
0.0,0.0,-0.04459255933761597,-0.01666790246963501,-0.07696956396102905,-0.05981999635696411,-0.08705490827560425,-0.11270499229431152,-0.08255785703659058,-0.15522551536560064,-0.06338483095169067,-0.12696251273155212,-0.05645805597305298,-0.158624529838562,-0.04440850019454956,-0.12012046575546265,-0.040130555629730225,-0.08810782432556152,-0.035812437534332275,-0.13879215717315674,-0.027580559253692627,-0.17097148299217224,-0.019130408763885498,-0.11415463685989385,-0.021906256675720215,-0.08424735069274902,-0.00968104600906372,-0.14158248901367193,0.000868678092956543,-0.16908437013626104,0.0023677945137023926,-0.11580920219421392,-0.004166305065155029,-0.08781740069389343,0.015451908111572266,-0.13600978255271912,0.023314237594604492,-0.16629454493522644,0.02193397283554077,-0.13024878501892095,0.013341426849365234,-0.10837417840957642,A
0.0,0.0,-0.047622084617614746,-0.010579824447631836,-0.08576226234436035,-0.060176968574523926,-0.09815436601638794,-0.11492633819580078,-0.09343385696411133,-0.15816253423690801,-0.07011651992797852,-0.1294375658035279,-0.06743025779724121,-0.1607335507869721,-0.05521440505981445,-0.11491343379020691,-0.04913407564163208,-0.08355450630187988,-0.03837329149246216,-0.13892054557800299,-0.034087538719177246,-0.1651669144630432,-0.02772665023803711,-0.1031788587570191,-0.030788123607635498,-0.08236891031265259,-0.006822466850280762,-0.1402016282081604,-0.000691831111907959,-0.1633520424365998,-0.00135725736618042,-0.10496246814727789,-0.008852899074554443,-0.08547323942184448,0.024912238121032715,-0.1339796483516693,0.02891361713409424,-0.15685859322547918,0.0258408784866333,-0.11625751852989197,0.016985595226287842,-0.10053503513336187,A
0.0,0.0,-0.04425424337387085,-0.005954265594482422,-0.08509790897369385,-0.05076998472213745,-0.10117369890213013,-0.10280370712280273,-0.09260785579681396,-0.14689171314239502,-0.07585972547531128,-0.1489581167697907,-0.06865113973617554,-0.14725148677825928,-0.055490314960479736,-0.10024785995483398,-0.051898956298828125,-0.07820051908493042,-0.043054282665252686,-0.1683886051177979,-0.03403496742248535,-0.14771252870559698,-0.028186798095703125,-0.08691906929016113,-0.03304111957550049,-0.07755875587463379,-0.00915682315826416,-0.1700892150402069,0.0014775395393371582,-0.1461093425750733,-0.0006342530250549316,-0.08959311246871948,-0.009252965450286865,-0.08244079351425171,0.02383434772491455,-0.1604267954826355,0.03166764974594116,-0.1442040205001831,0.02563709020614624,-0.10062175989151001,0.014715433120727539,-0.09209132194519043,A
0.0,0.0,-0.05601608753204346,-0.02089470624923706,-0.10273277759552002,-0.07334762811660767,-0.12303835153579712,-0.13377386331558233,-0.11919212341308594,-0.18373256921768188,-0.08238232135772705,-0.13919061422348022,-0.09216105937957764,-0.18350091576576233,-0.07911545038223267,-0.14157003164291382,-0.06722646951675415,-0.10567396879196167,-0.05132240056991577,-0.1497582495212555,-0.06134408712387085,-0.1930716335773468,-0.04869437217712402,-0.1349819302558899,-0.03930830955505371,-0.09963399171829224,-0.019357502460479736,-0.1522747278213501,-0.027037978172302246,-0.19208112359046942,-0.021619439125061035,-0.13383331894874573,-0.017138183116912842,-0.09806632995605469,0.014605581760406494,-0.14834082126617432,0.004218041896820068,-0.1841297149658203,0.0027390122413635254,-0.1453180313110352,0.003789067268371582,-0.12007051706314092,A
0.0,0.0,-0.04851686954498291,-0.00414198637008667,-0.09438717365264893,-0.05138075351715088,-0.11322039365768433,-0.10739549994468689,-0.10618692636489868,-0.15507018566131592,-0.08346670866012573,-0.15286564826965338,-0.08117127418518066,-0.1545126736164093,-0.06484735012054443,-0.10485208034515381,-0.059932827949523926,-0.08260905742645264,-0.050144076347351074,-0.1732034683227539,-0.04527932405471802,-0.1557368040084839,-0.036803245544433594,-0.09271016716957098,-0.0403558611869812,-0.08225363492965698,-0.014956891536712646,-0.1760663390159607,-0.008628010749816895,-0.1551535725593567,-0.008107304573059082,-0.09626728296279907,-0.015521347522735596,-0.08957058191299438,0.020178616046905518,-0.16767999529838568,0.023845970630645752,-0.15499144792556768,0.020986557006835938,-0.11161327362060547,0.012930631637573242,-0.1058699786663056,A
0.0,0.0,-0.04989290237426758,-0.00849384069442749,-0.087216317653656,-0.0674353837966919,-0.10099470615386963,-0.12566614151000982,-0.11913514137268066,-0.1655537188053131,-0.07517075538635254,-0.1298149824142456,-0.07597428560256958,-0.17088153958320623,-0.06164819002151489,-0.12432700395584112,-0.0542483925819397,-0.0927850604057312,-0.042761802673339844,-0.13952216506004333,-0.040748000144958496,-0.1758565604686737,-0.03206545114517212,-0.11370670795440674,-0.03349602222442627,-0.08884412050247192,-0.0115431547164917,-0.14137649536132812,-0.008156418800354004,-0.17438569664955145,-0.006240904331207275,-0.1147681474685669,-0.011838853359222412,-0.09042376279830933,0.01831066608428955,-0.13699021935462952,0.021711111068725586,-0.16570869088172913,0.019290387630462646,-0.12538498640060425,0.011279582977294922,-0.1062961220741272,A
0.0,0.0,-0.051617980003356934,-0.015495777130126953,-0.08846604824066162,-0.08195239305496216,-0.10038840770721436,-0.143366277217865,-0.11941874027252197,-0.18223431706428533,-0.07043421268463135,-0.14222654700279241,-0.06985306739807129,-0.18368837237358093,-0.05900830030441284,-0.13273119926452637,-0.05318045616149902,-0.09878438711166382,-0.03596419095993042,-0.14767232537269592,-0.033985793590545654,-0.18366879224777222,-0.030208349227905273,-0.11903297901153564,-0.0318835973739624,-0.09459632635116577,-0.0033034682273864746,-0.1446324586868286,-0.0007522702217102051,-0.17887693643569952,-0.0029796957969665527,-0.1170465350151062,-0.008006453514099121,-0.09357696771621704,0.028187990188598633,-0.13552772998809814,0.030254364013671875,-0.1643202006816864,0.024379611015319824,-0.12343418598175049,0.016977310180664062,-0.10509192943572998,A
0.0,0.0,-0.04866194725036621,-0.0162084698677063,-0.09125560522079468,-0.06967270374298096,-0.10453349351882935,-0.1282280683517456,-0.08727884292602539,-0.16922253370285034,-0.06320995092391968,-0.14929533004760742,-0.07083648443222046,-0.1805656254291535,-0.06473666429519653,-0.12985646724700928,-0.056571006774902344,-0.09698474407196045,-0.030417263507843018,-0.15384477376937866,-0.03999137878417969,-0.18442589044570928,-0.036622822284698486,-0.11719423532485962,-0.0296899676322937,-0.091502845287323,0.0013841986656188965,-0.14896398782730103,-0.006740212440490723,-0.1754597425460816,-0.009054005146026611,-0.11300981044769287,-0.006378114223480225,-0.09088265895843506,0.03476238250732422,-0.13676351308822632,0.025391459465026855,-0.16149145364761353,0.019127726554870605,-0.12134349346160889,0.018567323684692383,-0.10680276155471802,A
0.0,0.0,-0.048910558223724365,-0.016189992427825928,-0.09181618690490723,-0.06491631269454956,-0.10520035028457642,-0.12207967042922974,-0.08541601896286011,-0.1621077060699463,-0.06452155113220215,-0.14921563863754272,-0.0729367733001709,-0.17891213297843933,-0.06607949733734131,-0.12936043739318848,-0.05841684341430664,-0.09607744216918945,-0.03084719181060791,-0.1559542417526245,-0.0413019061088562,-0.18493351340293884,-0.037148892879486084,-0.11785280704498291,-0.031210780143737793,-0.09008628129959106,0.001726686954498291,-0.15176206827163696,-0.007193922996520996,-0.17677009105682373,-0.008723199367523193,-0.11400014162063599,-0.006566941738128662,-0.08994239568710327,0.0357058048248291,-0.13804727792739868,0.024785637855529785,-0.16333740949630737,0.019054055213928223,-0.12185943126678467,0.0184478759765625,-0.10558319091796875,A
0.0,0.0,-0.05120939016342163,-0.02030789852142334,-0.09039676189422607,-0.07878625392913818,-0.09963929653167725,-0.13809549808502197,-0.09472012519836426,-0.187727689743042,-0.06416666507720947,-0.1527474224567414,-0.07161939144134521,-0.1888926923274994,-0.06477409601211548,-0.14041149616241455,-0.05620276927947998,-0.10165375471115112,-0.03206276893615723,-0.15487629175186157,-0.0414617657661438,-0.18874436616897589,-0.036869049072265625,-0.12342780828475952,-0.02886521816253662,-0.09203469753265381,-0.00028568506240844727,-0.14844614267349243,-0.008152902126312256,-0.1799879968166352,-0.009758591651916504,-0.1174546480178833,-0.006393253803253174,-0.08919471502304077,0.03293734788894653,-0.13560211658477783,0.022685706615447998,-0.16620197892189026,0.01582920551300049,-0.12581557035446167,0.01564168930053711,-0.10607689619064331,A
0.0,0.0,-0.05623859167098999,-0.026880860328674316,-0.0994768738746643,-0.0888776183128357,-0.11321115493774414,-0.15049415826797485,-0.1154068112373352,-0.20519030094146729,-0.06507545709609985,-0.17461025714874268,-0.08522886037826538,-0.20603930950164795,-0.07666271924972534,-0.1514526009559632,-0.06358850002288818,-0.11505484580993652,-0.032273709774017334,-0.17581042647361755,-0.05410665273666382,-0.20536133646965027,-0.048636674880981445,-0.1369299292564392,-0.03698617219924927,-0.10895943641662598,0.0004551410675048828,-0.16885519027709966,-0.021579980850219727,-0.19495424628257757,-0.02031344175338745,-0.12856507301330566,-0.010595619678497314,-0.10376965999603271,0.03571730852127075,-0.15468305349349976,0.010632812976837158,-0.17986428737640386,0.00608515739440918,-0.13568341732025146,0.013427436351776123,-0.11741602420806885,A
0.0,0.0,-0.059145450592041016,-0.023995578289031982,-0.09968221187591553,-0.09757745265960693,-0.11666882038116455,-0.16220191121101385,-0.1400393843650818,-0.20392876863479614,-0.07388371229171753,-0.16080743074417114,-0.09129846096038818,-0.20211803913116455,-0.08087491989135742,-0.14610004425048834,-0.06778961420059204,-0.10665029287338257,-0.03978520631790161,-0.16517004370689392,-0.058024048805236816,-0.20075809955596924,-0.051572561264038086,-0.1326838731765747,-0.04063957929611206,-0.10323506593704224,-0.005708634853363037,-0.15991586446762085,-0.02491229772567749,-0.19071915745735174,-0.022737443447113037,-0.1253887414932251,-0.014058232307434082,-0.09871548414230347,0.028836607933044434,-0.14914491772651672,0.008945345878601074,-0.17296895384788513,0.005311846733093262,-0.1313130259513855,0.011828601360321045,-0.11500215530395508,A
0.0,0.0,-0.05504244565963745,-0.027102887630462646,-0.09316223859786987,-0.10107177495956421,-0.10436207056045532,-0.1687425971031189,-0.10842996835708618,-0.2215690016746521,-0.06186860799789429,-0.16618004441261292,-0.07496368885040283,-0.201120525598526,-0.06736040115356445,-0.14421343803405762,-0.057141900062561035,-0.10849052667617798,-0.027761518955230713,-0.1674369871616364,-0.041596293449401855,-0.19975817203521734,-0.03897005319595337,-0.13007837533950806,-0.030535340309143066,-0.10284525156021118,0.005718350410461426,-0.1596702635288239,-0.008095085620880127,-0.18626749515533453,-0.010378241539001465,-0.11920034885406494,-0.004938006401062012,-0.094929039478302,0.040417253971099854,-0.1459723711013794,0.026577413082122803,-0.17045414447784424,0.01924419403076172,-0.12626296281814575,0.02259516716003418,-0.10952222347259521,A
0.0,0.0,-0.049276769161224365,-0.03935271501541138,-0.0774274468421936,-0.11298668384552002,-0.08079665899276733,-0.17660707235336304,-0.07250553369522095,-0.22609812021255493,-0.034832656383514404,-0.1718387007713318,-0.04520350694656372,-0.2113456130027771,-0.0457606315612793,-0.15583372116088867,-0.040634334087371826,-0.11754846572875977,-0.00326383113861084,-0.16400611400604248,-0.014672040939331055,-0.19874539971351624,-0.019534587860107422,-0.13263970613479614,-0.013203084468841553,-0.1051519513130188,0.026935935020446777,-0.14835959672927856,0.01559901237487793,-0.18417716026306152,0.006101548671722412,-0.12131762504577637,0.010212957859039307,-0.09498840570449829,0.05803048610687256,-0.12632399797439575,0.04574227333068848,-0.15905171632766724,0.0333477258682251,-0.120083749294281,0.03539764881134033,-0.10145646333694458,A
0.0,0.0,-0.04500037431716919,-0.027665436267852783,-0.07833492755889893,-0.086617112159729,-0.08657312393188477,-0.1439405083656311,-0.0733681321144104,-0.188393235206604,-0.047164857387542725,-0.1550477147102356,-0.05251944065093994,-0.18850725889205933,-0.04848074913024902,-0.13866424560546875,-0.04263490438461304,-0.10491043329238892,-0.0161207914352417,-0.1541374921798706,-0.02251797914505005,-0.1851673126220703,-0.02304220199584961,-0.12153726816177368,-0.018551111221313477,-0.09606188535690308,0.014026880264282227,-0.14484840631484985,0.009689867496490479,-0.17432624101638794,0.0025855302810668945,-0.11430114507675171,0.002995014190673828,-0.08898049592971802,0.04458671808242798,-0.12849551439285278,0.03841876983642578,-0.1586240530014038,0.028618156909942627,-0.12066590785980225,0.026657044887542725,-0.10224837064743042,A
0.0,0.0,-0.04448944330215454,-0.022382080554962158,-0.08236140012741089,-0.07769244909286499,-0.09118020534515381,-0.13628500699996948,-0.07080727815628052,-0.17741593718528748,-0.04921281337738037,-0.1488635540008545,-0.0578765869140625,-0.18365687131881714,-0.05542171001434326,-0.13751345872879028,-0.04861330986022949,-0.10378372669219971,-0.01915419101715088,-0.1493050456047058,-0.029806852340698242,-0.18533790111541748,-0.029783308506011963,-0.12457698583602905,-0.023460865020751953,-0.0952146053314209,0.010323107242584229,-0.14188450574874878,0.0007980465888977051,-0.17538708448410034,-0.0038591623306274414,-0.11627739667892456,-0.0009614825248718262,-0.0892760157585144,0.04167109727859497,-0.12654083967208862,0.029297709465026855,-0.15933534502983093,0.021381616592407227,-0.12116605043411255,0.021568000316619873,-0.10090059041976929,A
0.0,0.0,-0.05170196294784546,-0.0231550931930542,-0.09374630451202393,-0.07856398820877075,-0.10880309343338013,-0.13586574792861938,-0.0965503454208374,-0.18257850408554083,-0.05813711881637573,-0.15808480978012085,-0.07798576354980469,-0.1872735321521759,-0.07113993167877197,-0.13493305444717407,-0.05908399820327759,-0.10269361734390259,-0.027120888233184814,-0.15866512060165405,-0.04887974262237549,-0.18711325526237488,-0.04485929012298584,-0.12204122543334961,-0.03324699401855469,-0.09673315286636353,0.0032776594161987305,-0.15111321210861206,-0.018296003341674805,-0.1786117553710938,-0.018493294715881348,-0.1143752932548523,-0.008772611618041992,-0.08991765975952148,0.03565168380737305,-0.13601207733154297,0.012615501880645752,-0.16065794229507446,0.007002651691436768,-0.1190110445022583,0.013822734355926514,-0.1012985110282898,A
0.0,0.0,-0.05416995286941528,-0.02521347999572754,-0.09540414810180664,-0.08147388696670532,-0.10916560888290405,-0.1385917067527771,-0.10177493095397949,-0.18781140446662908,-0.058910489082336426,-0.16167345643043518,-0.08042478561401367,-0.19144824147224426,-0.07354593276977539,-0.13798099756240845,-0.06113135814666748,-0.10520362854003906,-0.02827751636505127,-0.16251602768898016,-0.051995277404785156,-0.1900243759155274,-0.04692500829696655,-0.12391602993011475,-0.033783137798309326,-0.0985790491104126,0.0021456480026245117,-0.15564405918121338,-0.021677792072296143,-0.1819525957107544,-0.02094179391860962,-0.1167001724243164,-0.009800910949707031,-0.09245073795318604,0.034677743911743164,-0.14130878448486328,0.008707225322723389,-0.16544252634048467,0.003551185131072998,-0.12200599908828735,0.01162576675415039,-0.10369932651519775,A
