x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.6278979182243347,0.7532245516777039,0.566197395324707,0.7136520147323608,0.5333478450775146,0.666146993637085,0.5172147154808044,0.6317593455314636,0.5165397524833679,0.6063646078109741,0.5881757736206055,0.5452669858932495,0.524030864238739,0.5428344011306763,0.48551151156425476,0.5398160815238953,0.4536415934562683,0.5353663563728333,0.6113152503967285,0.5491384267807007,0.5341639518737793,0.5724766850471497,0.5432918667793274,0.6236267685890198,0.5643609166145325,0.6344480514526367,0.624825656414032,0.5727935433387756,0.5463694930076599,0.6084129810333252,0.5557932257652283,0.6543295383453369,0.575858473777771,0.6574033498764038,0.6290521621704102,0.611595094203949,0.5672600865364075,0.6440103054046631,0.5731151103973389,0.6763678789138794,0.5900953412055969,0.6771780252456665,Z
0.6266595125198364,0.7544301748275757,0.564380943775177,0.7140316367149353,0.5327245593070984,0.6687960624694824,0.5158894658088684,0.6349249482154846,0.5108742713928223,0.6069881319999695,0.5870816111564636,0.5455493330955505,0.5207774043083191,0.5445116758346558,0.4812156558036804,0.5401487946510315,0.4487718939781189,0.5348111391067505,0.6082746386528015,0.5489161014556885,0.5289337635040283,0.5731624364852905,0.5408653616905212,0.6248151063919067,0.5636334419250488,0.6353781223297119,0.6197643876075745,0.5720165371894836,0.5408318042755127,0.6100310683250427,0.5519675612449646,0.6556866765022278,0.5723722577095032,0.6584214568138123,0.6220034956932068,0.6102197766304016,0.5605536103248596,0.6442908644676208,0.5676209330558777,0.6770268082618713,0.5846742987632751,0.679111897945404,Z
0.632648766040802,0.7499872446060181,0.5679194331169128,0.7114259600639343,0.5353589653968811,0.6606894731521606,0.5172706842422485,0.624431848526001,0.5033352375030518,0.5982253551483154,0.5849127173423767,0.5401487350463867,0.5184705257415771,0.539257287979126,0.479137659072876,0.5378360748291016,0.446475625038147,0.532433271408081,0.6019956469535828,0.5433722138404846,0.5207616090774536,0.5728623867034912,0.5331869125366211,0.6214579343795776,0.5544695258140564,0.6346450448036194,0.6094822287559509,0.5659071803092957,0.5303909778594971,0.6084104776382446,0.5440936088562012,0.6529377102851868,0.5640730857849121,0.6579211950302124,0.6086913347244263,0.6018778681755066,0.5492689609527588,0.641418993473053,0.5587086081504822,0.6729956865310669,0.5757067799568176,0.6740669012069702,Z
0.6335043907165527,0.7508449554443359,0.5686547756195068,0.70707768201828,0.5374428033828735,0.6561725735664368,0.5192034840583801,0.6198657155036926,0.5041673183441162,0.5935673117637634,0.5878221392631531,0.5400444269180298,0.5208861827850342,0.539422333240509,0.4817248582839966,0.5377753376960754,0.44933363795280457,0.5320776104927063,0.603532075881958,0.5446034669876099,0.5208665132522583,0.5756884217262268,0.5330201387405396,0.6235854625701904,0.5540634393692017,0.6366785764694214,0.6096278429031372,0.5684081315994263,0.529373288154602,0.611916720867157,0.5433274507522583,0.6549323201179504,0.563559353351593,0.6600475311279297,0.6075150966644287,0.6051954627037048,0.546229898929596,0.6441468000411987,0.5558525919914246,0.67498379945755,0.5733696818351746,0.6766766905784607,Z
0.6359133124351501,0.7507603764533997,0.5700124502182007,0.7088974714279175,0.539026141166687,0.6594642996788025,0.5208724141120911,0.624182403087616,0.5052900314331055,0.5981200337409973,0.589625358581543,0.5413386821746826,0.5220848321914673,0.5391783714294434,0.48269012570381165,0.5381767153739929,0.45014822483062744,0.5330793261528015,0.6043384671211243,0.5460733771324158,0.5215957760810852,0.5751615166664124,0.5336098074913025,0.6225255131721497,0.5548651814460754,0.6361222267150879,0.6095939874649048,0.5700767636299133,0.5301042199134827,0.6122576594352722,0.5436912178993225,0.654855489730835,0.5638550519943237,0.6605704426765442,0.6065225005149841,0.6070941686630249,0.5466440916061401,0.6446087956428528,0.5562493801116943,0.675231397151947,0.5740134119987488,0.6768969297409058,Z
0.6360560655593872,0.7494572997093201,0.5699183344841003,0.7074849605560303,0.5386040806770325,0.6574369668960571,0.5201612114906311,0.6219867467880249,0.5054326057434082,0.5995163917541504,0.5904923677444458,0.5405866503715515,0.5226548314094543,0.5389474034309387,0.4831201136112213,0.538352906703949,0.45066940784454346,0.5337128043174744,0.6051706075668335,0.5455271005630493,0.5228176712989807,0.5751020312309265,0.5349971055984497,0.6220564246177673,0.5562400221824646,0.6346142888069153,0.6103378534317017,0.5697883367538452,0.5310591459274292,0.6125348806381226,0.5447344183921814,0.6546801328659058,0.5648558139801025,0.6591033935546875,0.6072268486022949,0.6067171096801758,0.547407329082489,0.6451877355575562,0.5571973919868469,0.6755483746528625,0.5748327970504761,0.6762765049934387,Z
0.6351906657218933,0.746071994304657,0.5692763328552246,0.7055739164352417,0.5371694564819336,0.6562648415565491,0.5191039443016052,0.6210206151008606,0.5048173069953918,0.5978319048881531,0.5877255201339722,0.5372490286827087,0.5215114951133728,0.5370022058486938,0.4820528030395508,0.537310004234314,0.4491015076637268,0.5337057113647461,0.6036407947540283,0.5419672131538391,0.5226287245750427,0.5725641250610352,0.535130500793457,0.6205422282218933,0.5563469529151917,0.6327685117721558,0.6107209920883179,0.5656788945198059,0.5317095518112183,0.6093459725379944,0.5452205538749695,0.6528329253196716,0.5648432970046997,0.6577047109603882,0.6098676323890686,0.6032245755195618,0.5499926805496216,0.6421469449996948,0.559561014175415,0.6720658540725708,0.5768794417381287,0.6725614666938782,Z
0.6362326741218567,0.7442739009857178,0.5701214075088501,0.7033413648605347,0.5388695597648621,0.6541634202003479,0.5200334787368774,0.6194629073143005,0.5036436915397644,0.5958902835845947,0.5879797339439392,0.5354166626930237,0.5202783346176147,0.5359381437301636,0.4809795022010803,0.5364424586296082,0.44866234064102173,0.5323627591133118,0.6033689975738525,0.5407251119613647,0.5214052796363831,0.5723772048950195,0.5339786410331726,0.6200574636459351,0.5551549792289734,0.6336923241615295,0.609668493270874,0.5650836825370789,0.5305051803588867,0.6092420220375061,0.5447635650634766,0.6525781154632568,0.5647169947624207,0.6590395569801331,0.608238697052002,0.6024898290634155,0.5480148196220398,0.6412354707717896,0.5577350854873657,0.6719653606414795,0.5750616192817688,0.6746450662612915,Z
0.6377151012420654,0.7437446713447571,0.5712668299674988,0.7026827335357666,0.5396963953971863,0.6530349254608154,0.5206664800643921,0.6181422472000122,0.5045895576477051,0.5967913269996643,0.5890659689903259,0.535170316696167,0.5215086340904236,0.5364651679992676,0.4826348125934601,0.5363674163818359,0.4506063163280487,0.5312135219573975,0.6038656830787659,0.5407663583755493,0.5210371017456055,0.5726704597473145,0.5340754985809326,0.6197001338005066,0.5555375814437866,0.6325216293334961,0.6092897057533264,0.5654909610748291,0.5301892757415771,0.610131025314331,0.5453817248344421,0.6522154211997986,0.566013753414154,0.6571301221847534,0.6070202589035034,0.6026226282119751,0.5473731160163879,0.6427537202835083,0.5577284097671509,0.6729610562324524,0.5753281116485596,0.6743335127830505,Z
0.6419929265975952,0.7473143339157104,0.5806748270988464,0.7039799094200134,0.549403727054596,0.6505709290504456,0.5271164178848267,0.6125349998474121,0.5073376893997192,0.593385636806488,0.6005731821060181,0.536964476108551,0.5276703834533691,0.5351977348327637,0.48667430877685547,0.5341083407402039,0.4541824162006378,0.5286514759063721,0.6071187853813171,0.5442338585853577,0.5207756757736206,0.5709066390991211,0.5315836071968079,0.6165428161621094,0.552193284034729,0.6294970512390137,0.6055625081062317,0.568789005279541,0.5257381796836853,0.6088989973068237,0.5400775671005249,0.6499928832054138,0.5612841248512268,0.6526541113853455,0.5974361896514893,0.6050703525543213,0.5394636988639832,0.6450064182281494,0.5507732629776001,0.6760315895080566,0.5700239539146423,0.6765927076339722,Z
