rx0,ry0,rx1,ry1,rx2,ry2,rx3,ry3,rx4,ry4,rx5,ry5,rx6,ry6,rx7,ry7,rx8,ry8,rx9,ry9,rx10,ry10,rx11,ry11,rx12,ry12,rx13,ry13,rx14,ry14,rx15,ry15,rx16,ry16,rx17,ry17,rx18,ry18,rx19,ry19,rx20,ry20,label
0.0,0.0,-0.049681663513183594,-0.01822906732559204,-0.08746325969696045,-0.07480144500732422,-0.09897792339324951,-0.13473767042160034,-0.09854167699813843,-0.18148833513259888,-0.06658589839935303,-0.13989263772964478,-0.07071208953857422,-0.18127837777137762,-0.0604897141456604,-0.13238227367401123,-0.0527033805847168,-0.1011958122253418,-0.03605926036834717,-0.1451790034770966,-0.039874136447906494,-0.18120822310447693,-0.03330510854721069,-0.12083882093429565,-0.030241549015045166,-0.09853601455688477,-0.006021022796630859,-0.14324790239334112,-0.00850909948348999,-0.1791895627975464,-0.008221924304962158,-0.12003415822982788,-0.008223235607147217,-0.09563720226287842,0.025315523147583008,-0.13601529598236084,0.02091461420059204,-0.1669501662254334,0.016000807285308838,-0.12706702947616577,0.013207793235778809,-0.10792583227157593,A
0.0,0.0,-0.04955101013183594,-0.02083122730255127,-0.08696907758712769,-0.07753145694732666,-0.09954619407653809,-0.13632690906524658,-0.09975028038024902,-0.18409264087677002,-0.06196671724319458,-0.14359769225120544,-0.07189393043518066,-0.18357917666435242,-0.062162697315216064,-0.132642924785614,-0.05233049392700195,-0.10109478235244751,-0.03188365697860718,-0.14795210957527166,-0.041201651096343994,-0.18211710453033453,-0.03478175401687622,-0.12056893110275269,-0.027799904346466064,-0.09964179992675781,-0.001789689064025879,-0.14499461650848394,-0.01044154167175293,-0.17889046669006353,-0.00988084077835083,-0.11829423904418945,-0.005769848823547363,-0.09443533420562744,0.029650509357452393,-0.13677573204040527,0.019189894199371338,-0.16794443130493164,0.014351129531860352,-0.12710672616958618,0.015916526317596436,-0.10804957151412964,A
0.0,0.0,-0.04678124189376831,-0.012022972106933594,-0.08478695154190063,-0.06654685735702515,-0.09610795974731445,-0.12583893537521368,-0.09346097707748413,-0.17236340045928955,-0.06569916009902954,-0.13198056817054749,-0.06540334224700928,-0.17517378926277166,-0.05583524703979492,-0.1285447776317597,-0.05011308193206787,-0.09788715839385986,-0.036314964294433594,-0.13786545395851135,-0.035598933696746826,-0.1782886981964112,-0.028994739055633545,-0.11809325218200684,-0.028944015502929688,-0.0935288667678833,-0.007717907428741455,-0.13793116807937628,-0.005394399166107178,-0.1764682829380036,-0.004774570465087891,-0.11770349740982056,-0.008293986320495605,-0.09277462959289551,0.021795690059661865,-0.1328795850276947,0.02225404977798462,-0.16540974378585815,0.019250690937042236,-0.12540733814239508,0.01353156566619873,-0.10545343160629272,A
0.0,0.0,-0.04998600482940674,-0.022426366806030273,-0.08439415693283081,-0.07981771230697632,-0.0940866470336914,-0.1382753551006317,-0.09506851434707642,-0.18443185091018682,-0.05726653337478638,-0.144563227891922,-0.06517404317855835,-0.18368536233901983,-0.05690944194793701,-0.13304466009140015,-0.0487898588180542,-0.10216259956359863,-0.027041375637054443,-0.14768016338348394,-0.03432983160018921,-0.1801459789276123,-0.030698060989379883,-0.11992979049682617,-0.02580547332763672,-0.10149842500686646,0.002800285816192627,-0.14368912577629095,-0.003924190998077393,-0.17532718181610113,-0.005536794662475586,-0.1166808009147644,-0.002807915210723877,-0.09621596336364746,0.033578693866729736,-0.13417798280715942,0.025495290756225586,-0.16389709711074835,0.019546031951904297,-0.12480384111404419,0.020276010036468506,-0.1079360842704773,A
0.0,0.0,-0.05087411403656006,-0.025217413902282715,-0.0854635238647461,-0.08406174182891846,-0.09516966342926025,-0.14285516738891607,-0.09607559442520142,-0.1898202300071717,-0.05663567781448364,-0.1475980579853058,-0.06715011596679688,-0.1880569756031037,-0.05972415208816528,-0.1381269097328186,-0.05078244209289551,-0.10538750886917114,-0.026740312576293945,-0.150365561246872,-0.03702270984649658,-0.18433535099029547,-0.03286784887313843,-0.12409394979476929,-0.025664448738098145,-0.10212570428848267,0.003030717372894287,-0.1457931399345398,-0.007347404956817627,-0.17796790599822998,-0.007960915565490723,-0.11923003196716309,-0.0031548142433166504,-0.09698611497879028,0.03428041934967041,-0.13537639379501343,0.02188742160797119,-0.16512525081634527,0.01664942502975464,-0.12574619054794312,0.01976829767227173,-0.10871869325637817,A
0.0,0.0,-0.05313873291015625,-0.02579718828201294,-0.08750742673873901,-0.08523398637771606,-0.09750133752822876,-0.1439297795295716,-0.10216653347015381,-0.1912640929222107,-0.057463109493255615,-0.14796864986419678,-0.07135725021362305,-0.1874475479125977,-0.06380295753479004,-0.13708561658859253,-0.05357128381729126,-0.10493189096450806,-0.02809232473373413,-0.15139847993850708,-0.0418582558631897,-0.18423649668693548,-0.03714096546173096,-0.12405431270599365,-0.02798360586166382,-0.10335391759872437,0.0013896822929382324,-0.14773663878440857,-0.013305246829986572,-0.17850464582443237,-0.012729346752166748,-0.11978310346603394,-0.005304276943206787,-0.09838354587554932,0.03258281946182251,-0.13802504539489746,0.01640099287033081,-0.165932446718216,0.011796712875366211,-0.126941978931427,0.017414331436157227,-0.11041438579559326,A
0.0,0.0,-0.04768860340118408,-0.01829707622528076,-0.08430570363998413,-0.07584726810455322,-0.09490728378295898,-0.13596025109291077,-0.09387224912643433,-0.18304586410522466,-0.06168830394744873,-0.14145499467849737,-0.06437051296234131,-0.183057188987732,-0.056222379207611084,-0.13313046097755438,-0.04947102069854736,-0.10237526893615723,-0.03103947639465332,-0.14499413967132568,-0.03332197666168213,-0.181252270936966,-0.02932596206665039,-0.1196170449256897,-0.027134180068969727,-0.09851688146591187,-0.0010451674461364746,-0.14183923602104187,-0.0027510523796081543,-0.17666855454444885,-0.004475951194763184,-0.11720722913742065,-0.005437612533569336,-0.09587037563323975,0.03023207187652588,-0.13381686806678778,0.02600914239883423,-0.16414782404899597,0.020478367805480957,-0.12373417615890503,0.017544567584991455,-0.10660761594772339,A
0.0,0.0,-0.04596751928329468,-0.012768805027008057,-0.0793466567993164,-0.06883329153060913,-0.08633977174758911,-0.1282390058040619,-0.08335751295089722,-0.17346310615539556,-0.05942857265472412,-0.131611317396164,-0.05521136522293091,-0.17366603016853338,-0.04636740684509277,-0.12888029217720037,-0.04241442680358887,-0.09822505712509155,-0.030538618564605713,-0.13635742664337158,-0.02536982297897339,-0.17645463347434998,-0.021401584148406982,-0.11730602383613586,-0.024523675441741943,-0.09239494800567627,-0.003065764904022217,-0.1352099478244782,0.004103720188140869,-0.17267468571662908,0.001831650733947754,-0.11534452438354498,-0.005110800266265869,-0.09075427055358887,0.02465188503265381,-0.1283638775348664,0.029837071895599365,-0.16127434372901917,0.0259515643119812,-0.12232983112335205,0.017537176609039307,-0.10207605361938477,A
0.0,0.0,-0.04101461172103882,-0.016595959663391113,-0.07173389196395874,-0.07318943738937378,-0.0762280821800232,-0.13110476732254034,-0.06720274686813354,-0.17246514558792114,-0.049970030784606934,-0.1370907723903656,-0.04316216707229614,-0.17241525650024414,-0.038404881954193115,-0.12613561749458313,-0.03719586133956909,-0.09801256656646729,-0.02198714017868042,-0.1390472650527954,-0.01437532901763916,-0.17181944847106934,-0.015188515186309814,-0.11306238174438477,-0.020716309547424316,-0.09306031465530396,0.00483548641204834,-0.13539746403694153,0.01448291540145874,-0.1662708818912506,0.008472025394439697,-0.11013031005859375,0.0002944469451904297,-0.08944815397262573,0.03209817409515381,-0.1258215308189392,0.03838849067687988,-0.1552419364452362,0.032227396965026855,-0.11766058206558228,0.0236242413520813,-0.10038775205612183,A
0.0,0.0,-0.04273170232772827,-0.012075841426849365,-0.07722276449203491,-0.06429988145828247,-0.08729362487792969,-0.11763572692871094,-0.08246946334838867,-0.1595483422279358,-0.057446837425231934,-0.1275697946548462,-0.060993969440460205,-0.1594884991645813,-0.05243360996246338,-0.11686134338378906,-0.043850719928741455,-0.08803141117095947,-0.028769195079803467,-0.1318090558052063,-0.03246790170669556,-0.16332101821899414,-0.028608858585357666,-0.10863083600997925,-0.02488541603088379,-0.08543866872787476,-0.0008004307746887207,-0.12931668758392334,-0.0030715465545654297,-0.15875154733657837,-0.005024611949920654,-0.10451173782348633,-0.005587339401245117,-0.08077383041381836,0.028466761112213135,-0.12052285671234131,0.024535834789276123,-0.14787274599075317,0.01868361234664917,-0.11148840188980103,0.015163064002990723,-0.09219658374786377,A
0.0,0.0,-0.047331154346466064,-0.017463862895965576,-0.08050018548965454,-0.06817954778671265,-0.0893326997756958,-0.11954307556152344,-0.08627575635910034,-0.16034674644470215,-0.05251884460449219,-0.13396018743515015,-0.06269949674606323,-0.1630033254623413,-0.05604755878448486,-0.11657428741455078,-0.04757899045944214,-0.08940672874450684,-0.024415314197540283,-0.13727456331253052,-0.035063862800598145,-0.16209882497787476,-0.03195756673812866,-0.10513144731521606,-0.02561742067337036,-0.0871506929397583,0.003303229808807373,-0.13320958614349365,-0.006581246852874756,-0.1571245789527893,-0.008102238178253174,-0.10238426923751831,-0.00396043062210083,-0.08424818515777588,0.03264802694320679,-0.12320590019226074,0.022614598274230957,-0.1461276412010193,0.016331374645233154,-0.10921168327331543,0.01738840341567993,-0.0948670506477356,A
0.0,0.0,-0.04713958501815796,-0.02251189947128296,-0.08104979991912842,-0.0798075795173645,-0.09187453985214233,-0.13338464498519897,-0.08710962533950806,-0.1768208146095276,-0.04634201526641846,-0.15047097206115723,-0.0658690333366394,-0.1719915270805359,-0.05819433927536011,-0.12148070335388184,-0.046635329723358154,-0.09746557474136353,-0.01711660623550415,-0.1512618064880371,-0.03933680057525635,-0.16836035251617432,-0.035829007625579834,-0.10891735553741455,-0.024693191051483154,-0.09555447101593018,0.011417031288146973,-0.14375829696655273,-0.009130358695983887,-0.16194432973861694,-0.011177599430084229,-0.10373783111572266,-0.0025094151496887207,-0.08831971883773804,0.040691494941711426,-0.12882548570632935,0.021045565605163574,-0.14782768487930298,0.012693226337432861,-0.10776513814926147,0.01644730567932129,-0.09309220314025879,A
0.0,0.0,-0.04829376935958862,-0.022640883922576904,-0.08255785703659058,-0.07157081365585327,-0.0938684344291687,-0.1235358715057373,-0.09092164039611816,-0.16693264245986938,-0.0559084415435791,-0.1362784504890442,-0.06805217266082764,-0.16928261518478394,-0.059876441955566406,-0.12247401475906372,-0.05059248208999634,-0.09414452314376831,-0.027625560760498047,-0.14012616872787476,-0.0400158166885376,-0.16757899522781372,-0.03477376699447632,-0.11134493350982666,-0.02750098705291748,-0.09135138988494873,0.0005901455879211426,-0.1369590163230896,-0.011053979396820068,-0.16381627321243286,-0.011195003986358643,-0.10830837488174438,-0.006328225135803223,-0.08572280406951904,0.030242443084716797,-0.12784498929977417,0.01725548505783081,-0.15452653169631958,0.011899828910827637,-0.11642557382583618,0.014295101165771484,-0.09764450788497925,A
0.0,0.0,-0.04676586389541626,-0.01884603500366211,-0.08069735765457153,-0.07124042510986328,-0.09165412187576294,-0.12399089336395264,-0.09017390012741089,-0.167608380317688,-0.0557437539100647,-0.13617205619812012,-0.06591308116912842,-0.17114156484603882,-0.057924509048461914,-0.12472808361053467,-0.0484737753868103,-0.0940929651260376,-0.02799701690673828,-0.13936084508895874,-0.037456512451171875,-0.1704503297805786,-0.03253459930419922,-0.11292862892150879,-0.025513887405395508,-0.09013301134109497,-2.0503997802734375e-05,-0.13604533672332764,-0.00842362642288208,-0.16633474826812744,-0.009016215801239014,-0.10969066619873047,-0.005159199237823486,-0.08512204885482788,0.029336512088775635,-0.12727433443069458,0.01920461654663086,-0.15747356414794922,0.014192044734954834,-0.11962646245956421,0.0156785249710083,-0.09984743595123291,A
0.0,0.0,-0.048725247383117676,-0.016477346420288086,-0.0848042368888855,-0.06758296489715576,-0.09776854515075684,-0.11977255344390869,-0.09757637977600098,-0.16298705339431763,-0.058441102504730225,-0.1370285153388977,-0.07230252027511597,-0.1674913763999939,-0.06337606906890869,-0.12024277448654175,-0.052466750144958496,-0.09152448177337646,-0.030133187770843506,-0.1421067714691162,-0.04354506731033325,-0.16650408506393433,-0.037663817405700684,-0.10896611213684082,-0.02890831232070923,-0.09095674753189087,-0.0017664432525634766,-0.13962268829345703,-0.014765799045562744,-0.1622968316078186,-0.01374751329421997,-0.10646235942840576,-0.007195830345153809,-0.08834707736968994,0.028109073638916016,-0.13113665580749512,0.013763785362243652,-0.15396326780319214,0.00947117805480957,-0.11594885587692261,0.013469874858856201,-0.10104018449783325,A
0.0,0.0,-0.0487019419670105,-0.01503831148147583,-0.08628523349761963,-0.06651347875595093,-0.09936386346817017,-0.12161135673522949,-0.09746664762496948,-0.1671704351902008,-0.06343549489974976,-0.13412058353424072,-0.0749133825302124,-0.17055332660675054,-0.06458485126495361,-0.1243060827255249,-0.05341947078704834,-0.09410476684570312,-0.035659193992614746,-0.14024901390075684,-0.047009050846099854,-0.17350876331329346,-0.038585543632507324,-0.11603653430938721,-0.029486477375030518,-0.09229427576065063,-0.006997287273406982,-0.13936561346054077,-0.01772850751876831,-0.17218425869941711,-0.014955639839172363,-0.11433905363082886,-0.009317398071289062,-0.08765566349029541,0.023772358894348145,-0.13273227214813232,0.01083451509475708,-0.1641448736190796,0.007492959499359131,-0.12527996301651,0.010190963745117188,-0.103756844997406,A
0.0,0.0,-0.05387371778488159,-0.021109580993652344,-0.0928913950920105,-0.07170075178146362,-0.10741198062896729,-0.12742751836776733,-0.10643273591995239,-0.17280969023704534,-0.06612688302993774,-0.13517236709594727,-0.08122038841247559,-0.17604178190231323,-0.07293921709060669,-0.13107115030288696,-0.061140477657318115,-0.0986127257347107,-0.03979766368865967,-0.14152663946151733,-0.05408632755279541,-0.17971450090408325,-0.04641956090927124,-0.1238778829574585,-0.035100579261779785,-0.09617531299591064,-0.012233853340148926,-0.1415606141090393,-0.026547789573669434,-0.17903575301170355,-0.023920297622680664,-0.12314194440841675,-0.01562410593032837,-0.093173086643219,0.018386542797088623,-0.1354924440383911,0.0021494626998901367,-0.17108592391014105,-0.0017031431198120117,-0.1332823634147644,0.0033347010612487793,-0.10858017206192017,A
0.0,0.0,-0.052174508571624756,-0.019217729568481445,-0.09057968854904175,-0.06845706701278687,-0.10537725687026978,-0.1215827465057373,-0.10610926151275635,-0.16608834266662598,-0.0634223222732544,-0.13669192790985107,-0.0791826844215393,-0.1713237762451172,-0.06973117589950562,-0.12414014339447021,-0.057243287563323975,-0.09413057565689087,-0.035257935523986816,-0.142292320728302,-0.05062228441238403,-0.17341625690460205,-0.04320400953292847,-0.11464184522628784,-0.032150983810424805,-0.09253191947937012,-0.006836414337158203,-0.14049333333969116,-0.021599531173706055,-0.16984272003173828,-0.01901078224182129,-0.11244350671768188,-0.010706424713134766,-0.08980530500411987,0.023649215698242188,-0.13263720273971558,0.008323490619659424,-0.15880626440048218,0.004372894763946533,-0.12046617269515991,0.009251058101654053,-0.10316431522369385,A
0.0,0.0,-0.047165095806121826,-0.014873385429382324,-0.08367282152175903,-0.06664025783538818,-0.09619200229644775,-0.11897647380828857,-0.09162938594818115,-0.1621125340461731,-0.058640480041503906,-0.13842368125915527,-0.06883066892623901,-0.16913002729415894,-0.06062746047973633,-0.12066072225570679,-0.05108553171157837,-0.09333771467208862,-0.029258906841278076,-0.14350908994674683,-0.03940379619598389,-0.16852056980133057,-0.035097599029541016,-0.10909634828567505,-0.029202580451965332,-0.09170085191726685,0.000284731388092041,-0.14067399501800537,-0.009068191051483154,-0.1648339033126831,-0.009436190128326416,-0.10753929615020752,-0.006074488162994385,-0.08965957164764404,0.031215190887451172,-0.13143807649612427,0.02177250385284424,-0.1552668809890747,0.015991151332855225,-0.11606252193450928,0.01598745584487915,-0.10099238157272339,A
0.0,0.0,-0.04307091236114502,-0.014072000980377197,-0.07798469066619873,-0.06414228677749634,-0.08895754814147949,-0.11681985855102539,-0.08341962099075317,-0.16031217575073242,-0.05912744998931885,-0.13186132907867432,-0.059380531311035156,-0.1657058596611023,-0.05025351047515869,-0.12262678146362305,-0.04407620429992676,-0.09252727031707764,-0.0302010178565979,-0.13782936334609985,-0.03062725067138672,-0.16955476999282837,-0.02497333288192749,-0.11366403102874756,-0.02348315715789795,-0.09070557355880737,-0.002067387104034424,-0.13598603010177612,-0.00043827295303344727,-0.1658320426940918,-0.0006268620491027832,-0.11286324262619019,-0.0036076903343200684,-0.09053874015808105,0.026564061641693115,-0.12770241498947144,0.027009189128875732,-0.15712511539459229,0.022267818450927734,-0.12068521976470947,0.015922605991363525,-0.1017410159111023,A
0.0,0.0,-0.04159855842590332,-0.016723453998565674,-0.07250028848648071,-0.06978696584701538,-0.07934200763702393,-0.12394052743911743,-0.06888914108276367,-0.16408711671829224,-0.04855179786682129,-0.12889468669891357,-0.047156453132629395,-0.16389977931976318,-0.04165768623352051,-0.12006223201751709,-0.03781008720397949,-0.09307253360748291,-0.021061718463897705,-0.13067710399627686,-0.019040346145629883,-0.16323959827423096,-0.017951667308807373,-0.10760486125946045,-0.018993258476257324,-0.08790761232376099,0.005282044410705566,-0.12628388404846191,0.00932389497756958,-0.1576741337776184,0.004971802234649658,-0.10428255796432495,0.0005721449851989746,-0.0841759443283081,0.03213733434677124,-0.11604362726211548,0.03520756959915161,-0.14429622888565063,0.02842766046524048,-0.1079830527305603,0.021466493606567383,-0.09136289358139038,A
0.0,0.0,-0.04882454872131348,-0.02063143253326416,-0.0834227204322815,-0.07282954454421997,-0.09507691860198975,-0.12527936697006226,-0.09488356113433838,-0.16855138540267944,-0.053984642028808594,-0.1398603320121765,-0.06910645961761475,-0.1692158579826355,-0.06096428632736206,-0.12196147441864014,-0.05041241645812988,-0.09350758790969849,-0.02564847469329834,-0.1439186930656433,-0.04167914390563965,-0.16756463050842285,-0.036535799503326416,-0.11061102151870728,-0.027073442935943604,-0.09286469221115112,0.002292633056640625,-0.14060235023498535,-0.013473272323608398,-0.16168248653411865,-0.012969672679901123,-0.10618722438812256,-0.00533682107925415,-0.08853328227996826,0.03148156404495239,-0.13102751970291138,0.014167070388793945,-0.15198898315429688,0.009488701820373535,-0.1139441728591919,0.014690637588500977,-0.09946966171264648,A
0.0,0.0,-0.05096477270126343,-0.02344644069671631,-0.08764457702636719,-0.07490038871765137,-0.10017991065979004,-0.12916451692581177,-0.0980687141418457,-0.17331677675247192,-0.061712026596069336,-0.13937592506408691,-0.07442551851272583,-0.17625373601913452,-0.06592649221420288,-0.1287381649017334,-0.05536693334579468,-0.09937828779220581,-0.03301018476486206,-0.1442641019821167,-0.04515647888183594,-0.1756758689880371,-0.03933072090148926,-0.11714679002761841,-0.03066718578338623,-0.09656697511672974,-0.0043572187423706055,-0.14121556282043457,-0.01600724458694458,-0.17082536220550537,-0.015512645244598389,-0.11436426639556885,-0.009495675563812256,-0.0930171012878418,0.025899767875671387,-0.13208699226379395,0.013170063495635986,-0.15817421674728394,0.007869303226470947,-0.12041985988616943,0.010972261428833008,-0.1039503812789917,A
0.0,0.0,-0.04190903902053833,-0.015833258628845215,-0.07622379064559937,-0.06897079944610596,-0.08625167608261108,-0.12432634830474854,-0.07979249954223633,-0.16792833805084229,-0.05630946159362793,-0.13602763414382935,-0.05538302659988403,-0.17216992378234863,-0.04679524898529053,-0.12666946649551392,-0.041082799434661865,-0.0950285792350769,-0.02746480703353882,-0.1408313512802124,-0.026203393936157227,-0.17533797025680542,-0.021404027938842773,-0.11683088541030884,-0.020673811435699463,-0.09225177764892578,0.0009912848472595215,-0.13844484090805054,0.005194425582885742,-0.1715022325515747,0.0030077695846557617,-0.115730881690979,-0.001178741455078125,-0.09133005142211914,0.029189646244049072,-0.1291501522064209,0.031972408294677734,-0.16066765785217285,0.026355326175689697,-0.12379103899002075,0.01929640769958496,-0.10449141263961792,A
0.0,0.0,-0.04842418432235718,-0.01693105697631836,-0.08335292339324951,-0.07098633050918579,-0.09453922510147095,-0.12572407722473145,-0.09412640333175659,-0.16981852054595947,-0.05696249008178711,-0.1385478973388672,-0.06817233562469482,-0.1731939315795899,-0.05967366695404053,-0.12458515167236328,-0.04952740669250488,-0.0951196551322937,-0.027886152267456055,-0.1425577998161316,-0.038778841495513916,-0.17143958806991583,-0.03402942419052124,-0.11265158653259277,-0.026264429092407227,-0.09440243244171143,0.0008153915405273438,-0.1388709545135498,-0.009227752685546875,-0.1660255789756775,-0.009677767753601074,-0.10888749361038208,-0.004465281963348389,-0.08958709239959717,0.03076869249343872,-0.1293434500694275,0.019300460815429688,-0.15509134531021118,0.013954639434814453,-0.11654967069625854,0.016274213790893555,-0.10022342205047607,A
